PID	Street Address	MBLU	Map	Lot	Unit	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais		Increased Assessment
63	28 UNION ST	201/  43/  /  / 	201	43		  4023/0682	"$490,500 "	"$490,500 "	2.55	111C	APT 4-UNT  MDL-94	LCD	1	2016	"$258,400 "	"$232,100 "	"$490,500 "	$0 	11/6/13	"$160,000 "	2/27/89	"$386,600 "	"$386,600 "		"$103,900 "
513	34 BRECK HILL RD	404/  38/  /  / 	404	38		  3595/0931	"$490,500 "	"$490,500 "	5.4	1010	SINGLE FAM MDL01		1	2016	"$275,900 "	"$214,600 "	"$490,500 "	$0 	3/31/09	"$4,286 "	3/10/89	"$482,800 "	"$482,800 "		"$7,700 "
771	1 PINNACLE RD	407/  90/  /  / 	407	90		  3464/0860	"$488,900 "	"$488,900 "	5.4	101	Single Fam	RD	1	2016	"$283,000 "	"$205,900 "	"$488,900 "	"$360,000 "	11/2/07	"$265,000 "	8/13/02	"$377,000 "	"$377,000 "		"$111,900 "
42	10 ON THE COMMON	201/  33/  /  / 	201	33		  3371/0737	"$488,500 "	"$488,500 "	1.5	1010	SINGLE FAM MDL01	LCD	1	2016	"$269,800 "	"$218,700 "	"$488,500 "	$0 	12/7/06			"$439,200 "	"$439,200 "		"$49,300 "
12	22 DORCHESTER RD	201/  9/  /  / 	201	9		  4243/0537	"$487,000 "	"$487,000 "	3.11	1010	SINGLE FAM MDL01	LCD	1	2016	"$261,800 "	"$225,200 "	"$487,000 "	"$500,000 "	10/24/16	"$14,000 "	7/28/08	"$432,700 "	"$432,700 "		"$54,300 "
459	330 RIVER RD	403/  42/  /  / 	403	42		  4203/0100	"$485,400 "	"$485,400 "	4.48	1010	SINGLE FAM MDL01	RD	1	2016	"$293,400 "	"$192,000 "	"$485,400 "	$0 	4/20/16	"$213,333 "	6/17/85	"$441,700 "	"$441,700 "		"$43,700 "
30	10 MARKET ST	201/  23/  /  / 	201	23		  3959/0892	"$484,900 "	"$484,900 "	1.38	1010	SINGLE FAM MDL01	LCD	1	2016	"$266,700 "	"$218,200 "	"$484,900 "	"$278,533 "	3/4/13			"$435,500 "	"$435,500 "		"$49,400 "
963	181 DORCHESTER RD	409/  16/  /  / 	409	16		  3876/0956	"$484,900 "	"$484,900 "	0.59	3400	OFFICE BLD  MDL-94	LCD	1	2016	"$245,600 "	"$239,300 "	"$484,900 "	"$325,000 "	4/27/12			"$429,200 "	"$429,200 "		"$55,700 "
540	722 RIVER RD	405/  11/  /  / 	405	11		  2343/0995	"$481,300 "	"$597,700 "	23.2	1010	SINGLE FAM MDL01	RD	1	2016	"$296,800 "	"$300,900 "	"$597,700 "	$0 	6/12/98			"$444,400 "	"$549,900 "		"$36,900 "
1233	99 FLINT HILL RD	414/  20/  /  / 	414	20		  4112/0072	"$480,900 "	"$480,900 "	4.2	1010	SINGLE FAM MDL01	RD	1	2016	"$304,300 "	"$176,600 "	"$480,900 "	$0 	2/25/15			"$443,500 "	"$443,500 "		"$37,400 "
1274	401 DORCHESTER RD	414/  43/  /  / 	414	43		  3284/0699	"$480,300 "	"$480,300 "	7	1010	SINGLE FAM MDL01	ELD	1	2016	"$312,200 "	"$168,100 "	"$480,300 "	$0 	5/25/06	"$19,000 "	8/15/75	"$434,400 "	"$434,400 "		"$45,900 "
427	125 EAST THETFORD RD	403/  11/  /  / 	403	11		  3731/0426	"$479,800 "	"$479,800 "	2.63	1010	SINGLE FAM MDL01	RD	1	2016	"$317,000 "	"$162,800 "	"$479,800 "	"$420,000 "	9/14/10	"$410,000 "	10/10/07	"$391,700 "	"$391,700 "		"$88,100 "
1025	40 ISAAC PERKINS RD	409/  70/  /  / 	409	70		  3244/0204	"$479,500 "	"$479,500 "	9.1	1010	SINGLE FAM MDL01	RD	1	2016	"$277,500 "	"$202,000 "	"$479,500 "	$0 	1/26/06			"$391,100 "	"$391,100 "		"$88,400 "
917	53 ACORN HILL RD	408/  62/  /  / 	408	62		  4276/0095	"$478,900 "	"$478,900 "	3.8	1090	MULTI HSES	RD	2	2016	"$243,600 "	"$235,300 "	"$478,900 "	"$389,000 "	4/14/17	"$2,666 "	11/7/02	"$413,100 "	"$413,100 "		"$65,800 "
23	25 MARKET ST	201/  16/  /  / 	201	16		  1217/0589	"$478,700 "	"$478,700 "	4.31	101	Single Fam	LCD	1	2016	"$233,100 "	"$245,600 "	"$478,700 "	"$42,400 "	4/11/74			"$441,800 "	"$441,800 "		"$36,900 "
947	1 FRANKLIN HILL RD	409/  3/  /  / 	409	3		  3781/ 759	"$478,400 "	"$478,400 "	3.24	1010	SINGLE FAM MDL01	RD	1	2016	"$334,800 "	"$143,600 "	"$478,400 "	"$331,000 "	3/17/11	"$353,533 "	11/30/09	"$405,400 "	"$405,400 "		"$73,000 "
89	7 HAMILTON LN	201/  63/  /  / 	201	63		  1749/0748	"$478,400 "	"$614,500 "	57	1010	SINGLE FAM MDL01	LCD	1	2016	"$238,900 "	"$375,600 "	"$614,500 "	"$142,000 "	6/27/88	"$117,000 "	12/15/86	"$484,300 "	"$607,300 "		"($5,900)"
476	23 STORRS HILL LN	404/  1/  /  / 	404	1		  4471/ 712	"$477,900 "	"$620,200 "	37.4	1010	SINGLE FAM MDL01	RD	1	2016	"$285,600 "	"$334,600 "	"$620,200 "	"$475,000 "	10/9/19			"$416,700 "	"$606,700 "		"$61,200 "
1033	60 BAKER HILL RD	409/  78/  /  / 	409	78		  1411/0076	"$477,700 "	"$605,100 "	32.5	1010	SINGLE FAM MDL01	RD	1	2016	"$298,200 "	"$306,900 "	"$605,100 "	$0 	11/26/80	"$22,000 "	7/29/77	"$369,100 "	"$484,600 "		"$108,600 "
308	64 WASHBURN HILL RD	402/  16/  /  / 	402	16		  1733/0962	"$476,700 "	"$476,700 "	3.31	1010	SINGLE FAM MDL01	RD	1	2016	"$280,100 "	"$196,600 "	"$476,700 "	"$225,000 "	4/15/88			"$424,800 "	"$424,800 "		"$51,900 "
201	114 DARTMOUTH COLLEGE HY	401/  13/  1000/  / 	401	13	1000	  4596/  46	"$475,300 "	"$592,200 "	29.93	1010	SINGLE FAM MDL01	RD	1	2016	"$340,500 "	"$251,700 "	"$592,200 "	"$580,000 "	1/21/21	"$501,200 "	9/30/08	"$451,500 "	"$579,300 "		"$23,800 "
1195	22 CANAAN LEDGE LN	413/  22/  /  / 	413	22		  3744/0515	"$474,600 "	"$474,600 "	7.02	1010	SINGLE FAM MDL01		1	2016	"$314,400 "	"$160,200 "	"$474,600 "	"$360,000 "	11/1/10	"$265,000 "	6/8/89	"$414,700 "	"$414,700 "		"$59,900 "
306	69 WASHBURN HILL RD	402/  14/  /  / 	402	14		  1424/ 471	"$474,500 "	"$474,500 "	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$254,500 "	"$220,000 "	"$474,500 "	$0 				"$375,200 "	"$375,200 "		"$99,300 "
976	20 ACORN HILL RD	409/  29/  /  / 	409	29		  4164/ 283	"$474,500 "	"$474,500 "	9.8	1010	SINGLE FAM MDL01	RD	1	2016	"$262,700 "	"$211,800 "	"$474,500 "	$0 	10/8/15	"$80,000 "	7/29/94	"$366,000 "	"$366,000 "		"$108,500 "
100542	85 DARTMOUTH COLLEGE HY #6010	401/  55/  601/  / 	401	55	601	  2619/0495	"$473,800 "	"$473,800 "	0	1021	CONDO NL  MDL-05	BD	1	2016	"$473,800 "	$0 	"$473,800 "	"$336,000 "	1/3/02	"$326,500 "	12/19/00	"$429,200 "	"$429,200 "		"$44,600 "
1092	215 BAKER HILL RD	410/  29/  /  / 	410	29		  2354/0060	"$470,800 "	"$470,800 "	4.06	1010	SINGLE FAM MDL01	RD	1	2016	"$309,500 "	"$161,300 "	"$470,800 "	"$168,000 "	11/6/98	"$149,000 "	7/1/97	"$434,500 "	"$434,500 "		"$36,300 "
100302	54 BAKER HILL RD	409/  81/  /  / 	409	81		  3719/0681	"$469,900 "	"$469,900 "	4.13	1010	SINGLE FAM MDL01	SFR	1	2016	"$263,600 "	"$206,300 "	"$469,900 "	"$379,000 "	7/30/10	"$62,000 "	5/17/93	"$381,400 "	"$381,400 "		"$88,500 "
751	79 WHIPPLE HILL RD	407/  71/  /  / 	407	71		  4326/0549	"$469,600 "	"$527,800 "	11.74	1010	SINGLE FAM MDL01	RD	1	2016	"$299,700 "	"$228,100 "	"$527,800 "	"$550,000 "	11/20/17	"$69,524 "	3/13/91	"$426,300 "	"$479,100 "		"$43,300 "
391	131 RIVER RD	402/  93/  /  / 	402	93		PRO-00044	"$469,100 "	"$469,100 "	1.3	1013	SFR WATER  MDL-01	RD	1	2016	"$147,800 "	"$321,300 "	"$469,100 "	$0 	9/12/09	$500 	3/31/61	"$330,800 "	"$330,800 "		"$138,300 "
489	530 RIVER RD	404/  14/  /  / 	404	14		  4425/0984	"$468,000 "	"$468,000 "	0.86	1013	SFR WATER  MDL-01	RD	1	2016	"$214,300 "	"$253,700 "	"$468,000 "	"$473,000 "	4/9/19	"$389,933 "	2/4/15	"$550,300 "	"$550,300 "		"($82,300)"
1041	176 DORCHESTER RD	409/  86/  /  / 	409	86		  3198/0479	"$465,900 "	"$465,900 "	0.67	1010	SINGLE FAM MDL01	LCD	1	2016	"$318,200 "	"$147,700 "	"$465,900 "	"$453,000 "	9/28/05	"$4,000 "	6/7/97	"$454,200 "	"$454,200 "		"$11,700 "
765	132 WHIPPLE HILL RD	407/  84/  /  / 	407	84		  4560/ 195	"$464,100 "	"$536,100 "	11.4	1010	SINGLE FAM MDL01	RD	1	2016	"$313,700 "	"$222,400 "	"$536,100 "	"$527,500 "	9/30/20	"$347,670 "	5/10/00	"$489,100 "	"$561,100 "		"($25,000)"
689	22 POST POND LN	407/  29/  /  / 	407	29		  4425/0328	"$463,000 "	"$508,400 "	12.2	1010	SINGLE FAM MDL01	RD	1	2016	"$301,300 "	"$207,100 "	"$508,400 "	"$385,000 "	4/5/19	"$440,000 "	4/10/08	"$365,900 "	"$407,100 "		"$97,100 "
482	105 NORTH THETFORD RD	404/  7/  /  / 	404	7		  3988/0223	"$462,900 "	"$538,100 "	15	1010	SINGLE FAM MDL01	RD	1	2016	"$308,300 "	"$229,800 "	"$538,100 "	"$525,000 "	6/18/13	"$633,200 "	5/1/08	"$424,800 "	"$492,100 "		"$38,100 "
651	49 POST POND LN	407/  12/  /  / 	407	12		  2534/0476	"$461,400 "	"$461,400 "	0.52	1013	SFR WATER  MDL-01	RD	2	2016	"$183,300 "	"$278,100 "	"$461,400 "	"$246,000 "	5/1/01	"$172,500 "	8/12/94	"$425,200 "	"$425,200 "		"$36,200 "
478	46 STORRS HILL LN	404/  3/  /  / 	404	3		  3052/0110	"$461,300 "	"$793,000 "	215	1040	TWO FAMILY	RD	1	2016	"$270,800 "	"$522,200 "	"$793,000 "	$0 	9/7/04			"$425,200 "	"$724,800 "		"$36,100 "
458	336 RIVER RD	403/  41/  /  / 	403	41		  4199/0809	"$460,000 "	"$460,000 "	5.1	1010	SINGLE FAM MDL01	RD	1	2016	"$234,800 "	"$225,200 "	"$460,000 "	"$575,000 "	4/20/16	"$330,000 "	4/29/05	"$475,100 "	"$475,100 "		"($15,100)"
1325	22 PONY HILL LN	415/  1/  /  / 	415	1		  1445/0801	"$459,800 "	"$459,800 "	5.5	1010	SINGLE FAM MDL01	RD	1	2016	"$207,200 "	"$252,600 "	"$459,800 "	"$7,800 "	5/26/82			"$369,300 "	"$369,300 "		"$90,500 "
385	101 RIVER RD	402/  87/  /  / 	402	87		  1107/0355	"$458,500 "	"$458,500 "	1.55	1040	TWO FAMILY	RD	1	2016	"$285,900 "	"$172,600 "	"$458,500 "	$0 				"$437,300 "	"$437,300 "		"$21,200 "
1208	17 FLINT HILL RD	414/  2/  /  / 	414	2		  4344/0915	"$456,500 "	"$456,500 "	2.1	1010	SINGLE FAM MDL01	RD	1	2016	"$293,700 "	"$162,800 "	"$456,500 "	$0 	2/23/18	"$308,000 "	12/30/96	"$429,700 "	"$429,700 "		"$26,800 "
415	79 EAST THETFORD RD	403/  8/  /  / 	403	8		  2369/0009	"$455,600 "	"$614,500 "	24.03	1010	SINGLE FAM MDL01	RD	1	2016	"$242,800 "	"$371,700 "	"$614,500 "	"$135,200 "	1/12/98	"$4,000 "	12/2/97	"$348,600 "	"$502,500 "		"$107,000 "
390	129 RIVER RD	402/  92/  /  / 	402	92		  3299/0718	"$454,600 "	"$454,600 "	8.6	1300	RES ACLNDV	RD	1	2016	$0 	"$454,600 "	"$454,600 "	"$550,000 "	6/26/06	"$4,000 "	10/12/88	"$397,500 "	"$397,500 "		"$57,100 "
876	57 FRANKLIN HILL RD	408/  38/  /  / 	408	38		  4406/03301	"$451,400 "	"$540,400 "	16.85	1010	SINGLE FAM MDL01	RD	1	2016	"$187,900 "	"$352,500 "	"$540,400 "	"$425,000 "	12/11/18			"$404,500 "	"$485,000 "		"$46,900 "
100422	85 DARTMOUTH COLLEGE HY #2010	401/  55/  201/  / 	401	55	201	  4562/ 293	"$451,200 "	"$451,200 "	0	1021	CONDO NL  MDL-05	BD	2	2016	"$451,200 "	$0 	"$451,200 "	"$500,000 "	10/6/20	"$445,000 "	9/9/13	"$416,300 "	"$416,300 "		"$34,900 "
962	179 DORCHESTER RD	409/  15/  /  / 	409	15		  4313/0720	"$451,100 "	"$451,100 "	0.42	1010	SINGLE FAM MDL01	LCD	1	2016	"$338,700 "	"$112,400 "	"$451,100 "	"$460,000 "	9/25/17	"$392,533 "	6/17/13	"$429,300 "	"$429,300 "		"$21,800 "
1455	638 DORCHESTER RD	420/  15/  /  / 	420	15		  2974/0984	"$450,100 "	"$450,100 "	1	1013	SFR WATER  MDL-01	ELD	1	2016	"$219,200 "	"$230,900 "	"$450,100 "	$0 	4/2/04	"$285,000 "	7/19/02	"$350,500 "	"$350,500 "		"$99,600 "
66	22 UNION ST	201/  46/  /  / 	201	46		  3368/0837	"$449,700 "	"$449,700 "	1.28	1040	TWO FAMILY	LCD	1	2016	"$218,800 "	"$230,900 "	"$449,700 "	$0 	1/12/07			"$408,400 "	"$408,400 "		"$41,300 "
224	12 PELTON LN	401/  28/  /  / 	401	28		  3039/0757	"$449,600 "	"$449,600 "	5.97	1010	SINGLE FAM MDL01	RD	1	2016	"$234,300 "	"$215,300 "	"$449,600 "	"$305,000 "	8/17/04	"$23,300 "	12/9/96	"$389,900 "	"$389,900 "		"$59,700 "
22	19 MARKET ST	201/  15/  /  / 	201	15		  3902/0145	"$449,000 "	"$449,000 "	0.55	1010	SINGLE FAM MDL01	LCD	1	2016	"$269,300 "	"$179,700 "	"$449,000 "	$0 	7/25/12	"$362,000 "	7/3/12	"$390,000 "	"$390,000 "		"$59,000 "
223	32 PELTON LN	401/  27/  /  / 	401	27		  3398/0435	"$448,800 "	"$498,200 "	11.67	1040	TWO FAMILY	RD	1	2016	"$322,900 "	"$175,300 "	"$498,200 "	"$175,000 "	4/20/07	"$4,000 "	6/9/98	"$401,500 "	"$445,200 "		"$47,300 "
624	302 ORFORD RD	406/  21/  /  / 	406	21		  1552/0633	"$448,800 "	"$593,000 "	42	101	Single Fam	RD	2	2016	"$301,300 "	"$291,700 "	"$593,000 "	$0 				"$405,500 "	"$536,200 "		"$43,300 "
101622	3 PRESTON RD	402/  37/  0100/  / 	402	37	100	  4306/0960	"$448,700 "	"$508,900 "	12.52	1010	SINGLE FAM MDL01	RD	1	2016	"$334,300 "	"$174,600 "	"$508,900 "	"$110,000 "	8/25/17	"$125,000 "	3/13/06	"$235,900 "	"$290,300 "		"$212,800 "
1250	8 FLINT HILL RD	414/  28/  /  / 	414	28		  2464/0872	"$447,000 "	"$447,000 "	3	1010	SINGLE FAM MDL01	RD	1	2016	"$278,300 "	"$168,700 "	"$447,000 "	"$250,000 "	6/1/00	"$220,000 "	9/19/96	"$409,900 "	"$409,900 "		"$37,100 "
874	18 CITADEL LN	408/  36/  /  / 	408	36		  4593/  84	"$446,700 "	"$446,700 "	9.4	1010	SINGLE FAM MDL01	RD	1	2016	"$146,500 "	"$300,200 "	"$446,700 "	$0 	1/11/21	"$394,000 "	7/24/19	"$405,200 "	"$405,200 "		"$41,500 "
559	10 GREGORY RD	405/  23/  /  / 	405	23		  1661/0770	"$445,300 "	"$568,200 "	11.5	1010	SINGLE FAM MDL01	RD	1	2016	"$297,800 "	"$270,400 "	"$568,200 "	"$53,635 "	4/16/87			"$437,100 "	"$535,900 "		"$8,200 "
1271	383 DORCHESTER RD	414/  40/  /  / 	414	40		  4010/0260	"$443,700 "	"$443,700 "	4.6	1010	SINGLE FAM MDL01	RD	1	2016	"$292,900 "	"$150,800 "	"$443,700 "	"$340,000 "	9/9/13	"$145,000 "	6/11/10	"$432,700 "	"$432,700 "		"$11,000 "
101642	11  PRESTON RD	401/  1/  1000/  / 	401	1	1000	  2923/0335	"$442,400 "	"$442,400 "	3.01	1010	SINGLE FAM MDL01	RD	1	2016	"$297,600 "	"$144,800 "	"$442,400 "	"$196,000 "	11/13/03			"$372,500 "	"$372,500 "		"$69,900 "
345	2 SHOESTRAP RD	402/  50/  /  / 	402	50		  4120/0788	"$441,600 "	"$441,600 "	3.78	1010	SINGLE FAM MDL01	RD	1	2016	"$288,300 "	"$153,300 "	"$441,600 "	"$274,000 "	4/13/15	"$13,000 "	7/6/59	"$367,700 "	"$367,700 "		"$73,900 "
1473	645 DORCHESTER RD	421/  5/  /  / 	421	5		  4023/0682	"$439,900 "	"$484,000 "	16.14	1013	SFR WATER  MDL-01	ELD	3	2016	"$163,200 "	"$320,800 "	"$484,000 "	$0 	11/6/13	"$6,267 "	12/5/12	"$326,800 "	"$366,900 "		"$113,100 "
222	5 PELTON LN	401/  26/  /  / 	401	26		  2421/0725	"$437,800 "	"$437,800 "	5.05	1010	SINGLE FAM MDL01	RD	1	2016	"$269,100 "	"$168,700 "	"$437,800 "	"$227,500 "	9/28/99	"$46,000 "	10/10/95	"$359,000 "	"$359,000 "		"$78,800 "
100822	605 RIVER RD	405/  26/  /  / 	405	26		  3561/0702	"$437,800 "	"$781,500 "	22	1013	SFR WATER  MDL-01	RD	1	2016	"$147,600 "	"$633,900 "	"$781,500 "	"$817,533 "	10/31/08			"$399,400 "	"$691,400 "		"$38,400 "
1026	34 ISAAC PERKINS RD	409/  71/  /  / 	409	71		  3820/0308	"$437,500 "	"$526,200 "	16.9	1010	SINGLE FAM MDL01	RD	1	2016	"$261,400 "	"$264,800 "	"$526,200 "	"$383,000 "	9/9/11			"$386,200 "	"$466,500 "		"$51,300 "
348	173 DARTMOUTH COLLEGE HY	402/  53/  /  / 	402	53		  3545/0975	"$436,800 "	"$436,800 "	3.18	1010	SINGLE FAM MDL01	RD	1	2016	"$287,400 "	"$149,400 "	"$436,800 "	$0 	8/29/08	"$251,000 "	10/30/03	"$417,300 "	"$417,300 "		"$19,500 "
343	28 SHOESTRAP RD	402/  48/  /  / 	402	48		  4060/0082	"$435,600 "	"$435,600 "	7	1010	SINGLE FAM MDL01		1	2016	"$238,400 "	"$197,200 "	"$435,600 "	"$385,000 "	6/4/14	"$287,000 "	1/22/03	"$379,700 "	"$379,700 "		"$55,900 "
1327	4 TROUT POND LN (TROUT POND	415/  3/  /  / 	415	3		  2108/0373	"$435,200 "	"$435,200 "	385.4	9035	TOWN-PROP	MFD	1	2016	$0 	"$435,200 "	"$435,200 "	$0 	6/30/93	"$4,000 "	7/13/90	"$396,800 "	"$396,800 "		"$38,400 "
351	211 DARTMOUTH COLLEGE HY	402/  56/  /  / 	402	56		 00302/0580	"$433,600 "	"$433,600 "	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$284,700 "	"$148,900 "	"$433,600 "	"$510,000 "	7/10/06	"$220,000 "	4/17/96	"$391,100 "	"$391,100 "		"$42,500 "
772	11 PINNACLE RD	407/  91/  /  / 	407	91		  1613/0215	"$433,300 "	"$433,300 "	3	1010	SINGLE FAM MDL01	RD	1	2016	"$256,700 "	"$176,600 "	"$433,300 "	"$141,000 "	8/7/86			"$375,700 "	"$375,700 "		"$57,600 "
1170	139 GRAFTON TK	413/  6/  /  / 	413	6		  1661/ 695	"$433,300 "	"$561,400 "	27.3	1010	SINGLE FAM MDL01	ELD	1	2016	"$261,600 "	"$299,800 "	"$561,400 "	"$100,000 "	4/16/87			"$417,400 "	"$533,700 "		"$15,900 "
1099	43 PICO RD	410/  36/  /  / 	410	36		  4601/ 508	"$432,400 "	"$432,400 "	6.7	1010	SINGLE FAM MDL01	RD	1	2016	"$237,600 "	"$194,800 "	"$432,400 "	"$525,000 "	2/9/21	"$300,000 "	1/22/04	"$300,700 "	"$300,700 "		"$131,700 "
1202	2 CANAAN LEDGE LN	413/  29/  /  / 	413	29		  3275/0588	"$432,200 "	"$432,200 "	2	1010	SINGLE FAM MDL01	ELD	1	2016	"$294,100 "	"$138,100 "	"$432,200 "	"$315,000 "	4/28/06	"$88,000 "	8/31/01	"$413,800 "	"$413,800 "		"$18,400 "
81	25 UNION ST	201/  55/  /  / 	201	55		  1659/0083	"$429,800 "	"$429,800 "	1.4	130	PRI RES	LCD	1	2016	"$139,400 "	"$290,400 "	"$429,800 "	"$190,000 "	3/1/87			"$374,600 "	"$374,600 "		"$55,200 "
787	67+69 PINNACLE RD	407/  99/  /  / 	407	99		  1830/ 743	"$429,700 "	"$429,700 "	0.7	1090	MULTI HSES	RD	2	2016	"$263,200 "	"$166,500 "	"$429,700 "	"$95,053 "	10/31/89			"$342,900 "	"$342,900 "		"$86,800 "
111	1 PLEASANT ST (OLD CEMETERY	201/  78/  /  / 	201	78		 	"$429,100 "	"$429,100 "	3.7	9035	TOWN-PROP		1	2016	"$4,400 "	"$424,700 "	"$429,100 "	$0 				"$341,700 "	"$341,700 "		"$87,400 "
372	228 RIVER RD	402/  74/  1000/  / 	402	74	1000	  4290/0633	"$428,600 "	"$428,600 "	9.8	1010	SINGLE FAM MDL01	RD	1	2016	"$219,900 "	"$208,700 "	"$428,600 "	$0 	6/15/17	"$407,000 "	10/15/09	"$409,300 "	"$409,300 "		"$19,300 "
163	14 HIGH ST	201/  112/  /  / 	201	112		  2258/0725	"$428,500 "	"$428,500 "	0.76	1090	MULTI HSES	LCD	2	2016	"$269,600 "	"$158,900 "	"$428,500 "	"$111,000 "	6/27/97	"$4,000 "	1/22/88	"$396,100 "	"$396,100 "		"$32,400 "
1019	41 ISAAC PERKINS RD	409/  64/  /  / 	409	64		  1830/  26	"$428,300 "	"$428,300 "	3.2	1010	SINGLE FAM MDL01	RD	1	2016	"$265,300 "	"$163,000 "	"$428,300 "	"$37,263 "	10/26/89			"$379,200 "	"$379,200 "		"$49,100 "
125	24 PLEASANT ST	201/  88/  /  / 	201	88		  4071/0118	"$427,700 "	"$427,700 "	2.3	1010	SINGLE FAM MDL01	LCD	1	2016	"$272,000 "	"$155,700 "	"$427,700 "	"$365,000 "	7/21/14			"$346,700 "	"$346,700 "		"$81,000 "
100562	85 DARTMOUTH COLLEGE HY #9010	401/  55/  901/  / 	401	55	901	  4281/0681	"$427,400 "	"$427,400 "	0	1021	CONDO NL  MDL-05	BD	2	2016	"$427,400 "	$0 	"$427,400 "	"$399,000 "	5/3/17	"$392,000 "	10/1/03	"$393,600 "	"$393,600 "		"$33,800 "
442	339 RIVER RD	403/  25/  /  / 	403	25		002845/0276	"$426,200 "	"$426,200 "	0.66	1090	MULTI HSES		2	2016	"$229,500 "	"$196,700 "	"$426,200 "	$0 	5/30/03	"$135,000 "	12/12/98	"$402,800 "	"$402,800 "		"$23,400 "
1299	376 DORCHESTER RD	414/  54/  /  / 	414	54		  2524/0992	"$423,800 "	"$423,800 "	0.8	1010	SINGLE FAM MDL01	RD	1	2016	"$299,400 "	"$124,400 "	"$423,800 "	"$84,900 "	3/14/01	"$10,000 "	8/12/97	"$405,600 "	"$405,600 "		"$18,200 "
324	208 DARTMOUTH COLLEGE HY	402/  30/  /  / 	402	30		  4174/   8	"$423,000 "	"$423,000 "	1.5	1010	SINGLE FAM MDL01	RD	1	2016	"$285,200 "	"$137,800 "	"$423,000 "	"$436,000 "	11/24/15	"$410,000 "	4/9/13	"$402,800 "	"$402,800 "		"$20,200 "
987	232 DORCHESTER RD	409/  40/  /  / 	409	40		  4358/0113	"$422,900 "	"$670,300 "	80.7	1010	SINGLE FAM MDL01	RD	1	2016	"$258,800 "	"$411,500 "	"$670,300 "	$0 	5/4/18	"$150,000 "	7/29/96	"$349,100 "	"$572,900 "		"$73,800 "
271	25 WILMOTT WY	401/  61/  /  / 	401	61		  2270/0888	"$421,400 "	"$421,400 "	2.1	1090	MULTI HSES	RD	2	2016	"$293,800 "	"$127,600 "	"$421,400 "	"$73,000 "	9/6/97	"$40,000 "	10/16/89	"$391,500 "	"$391,500 "		"$29,900 "
101382	117 WHIPPLE HILL RD	407/  76/  2000/  / 	407	76	2000	002805/0119	"$421,400 "	"$468,000 "	13.31	1010	SINGLE FAM MDL01	RD	1	2016	"$239,200 "	"$228,800 "	"$468,000 "	$0 	4/4/03			"$429,100 "	"$471,400 "		"($7,700)"
100502	85 DARTMOUTH COLLEGE HY #4010	401/  55/  401/  / 	401	55	401	  4290/0281	"$421,200 "	"$421,200 "	0	1021	CONDO NL  MDL-05	BD	1	2016	"$421,200 "	$0 	"$421,200 "	"$487,600 "	6/14/17	"$395,533 "	9/1/09	"$385,100 "	"$385,100 "		"$36,100 "
1340	65 POUT POND LN	415/  15/  /  / 	415	15		  4488/ 166	"$420,500 "	"$420,500 "	5.02	1080	SFR/ACC UNIT	RD	1	2016	"$225,000 "	"$195,500 "	"$420,500 "	"$399,000 "	12/16/19	"$325,000 "	7/11/00	"$501,000 "	"$501,000 "		"($80,500)"
1094	15 CLAFLIN LN	410/  31/  /  / 	410	31		  4612/ 260	"$420,500 "	"$420,500 "	17.7	1010	SINGLE FAM MDL01	RD	1	2016	"$179,900 "	"$240,600 "	"$420,500 "	"$405,000 "	3/17/21			"$347,500 "	"$347,500 "		"$73,000 "
958	171 DORCHESTER RD	409/  12/  1000/  / 	409	12	1000	  3894/0396	"$420,200 "	"$420,200 "	0.45	1010	SINGLE FAM MDL01	LCD	1	2016	"$311,600 "	"$108,600 "	"$420,200 "	"$390,000 "	6/26/12	"$160,000 "	4/30/10	"$368,300 "	"$368,300 "		"$51,900 "
447	37 LAMPHIRE HILL LN	403/  30/  /  / 	403	30		  1953/0322	"$419,700 "	"$419,700 "	4.93	1010	SINGLE FAM MDL01	RD	1	2016	"$191,200 "	"$228,500 "	"$419,700 "	"$160,000 "	2/19/92			"$398,000 "	"$398,000 "		"$21,700 "
650	47 POST POND LN	407/  11/  /  / 	407	11		  3937/0345	"$418,900 "	"$418,900 "	0.39	1013	SFR WATER  MDL-01	RD	1	2016	"$183,500 "	"$235,400 "	"$418,900 "	$0 	12/4/12	"$105,333 "	12/4/12	"$409,900 "	"$409,900 "		"$9,000 "
1140	321 BAKER HILL RD	410/  77/  /  / 	410	77		  4178/ 499	"$418,900 "	"$418,900 "	2.89	1010	SINGLE FAM MDL01	RD	1	2016	"$275,600 "	"$143,300 "	"$418,900 "	$0 	12/15/15	"$288,000 "	1/15/04	"$295,600 "	"$295,600 "		"$123,300 "
10	32 DORCHESTER RD	201/  7/  /  / 	201	7		  3307/0544	"$417,100 "	"$417,100 "	2.46	1010	SINGLE FAM MDL01	LCD	1	2016	"$254,100 "	"$163,000 "	"$417,100 "	"$240,000 "	5/31/06	"$5,000 "	8/7/53	"$380,000 "	"$380,000 "		"$37,100 "
